event_id,time,src,dst,country,event_type,label
8094,109.0,Citizen (Iraq),Unspecified Actor,Iraq,17206129,1
8095,109.0,Citizen (Iraq),Governor (Iraq),Iraq,17206130,1
8096,109.0,Protester (Mexico),Unspecified Actor,Mexico,17206137,1
8097,109.0,Protester (Russia),Military Personnel - Special (Russia),Russian Federation,17206154,1
8098,109.0,Protester (Libya),Media (Libya),Libya,17206208,1
8099,109.0,Protester (Libya),Unspecified Actor,Libya,17206207,1
8100,109.0,Protester (Djibouti),Police (Djibouti),Djibouti,17206232,1
8069,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17205923,1
8070,109.0,Citizen (Iraq),Unspecified Actor,Iraq,17205926,1
8039,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17205562,1
8040,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17205563,1
8041,109.0,Lawmaker (India),Unspecified Actor,India,17205571,1
8042,109.0,Citizen (India),Unspecified Actor,India,17205577,1
8043,109.0,Citizen (Taiwan),Unspecified Actor,Taiwan,17205606,1
8044,109.0,Protester (Yemen),Police (Yemen),Yemen,17205610,1
8109,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17211053,1
8110,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17211054,1
8111,109.0,Labor Union (Bolivia),Unspecified Actor,Bolivia,17211061,1
8112,109.0,Citizen (Bolivia),Bolivia,Bolivia,17211062,1
8113,109.0,Protester (Yemen),Unspecified Actor,Yemen,17211071,1
8114,109.0,Protester (Yemen),Unspecified Actor,Yemen,17211080,1
8115,109.0,Citizen (United States),Unspecified Actor,United States,17211087,1
8116,109.0,Protester (Haiti),Unspecified Actor,Haiti,17211089,1
8085,109.0,Lawmaker (Georgia),Military (Russia),Georgia,17206066,1
8086,109.0,Protester (Yemen),Unspecified Actor,Yemen,17206092,1
8055,109.0,Protester (Yemen),Police (Yemen),Yemen,17205787,1
8056,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17205808,1
8057,109.0,Protester (Libya),Unspecified Actor,Libya,17205807,1
8058,109.0,Citizen (Iran),Unspecified Actor,Iran,17205868,1
8059,109.0,Protester (Iran),Police (Iran),Iran,17205869,1
8060,109.0,Mob (Bahrain),Government (Bahrain),Bahrain,17205878,1
8125,109.0,United Nations,Israel,nan,17211215,1
8126,109.0,Protester (Egypt),Unspecified Actor,Egypt,17211220,1
8127,109.0,Protester (Egypt),Unspecified Actor,Egypt,17211278,1
8128,109.0,Protester (Egypt),Government (Egypt),Egypt,17211279,1
8129,109.0,Party of National Unity,Member of Legislative (Govt) (Kenya),Kenya,17211287,1
8130,109.0,Protester (Yemen),Unspecified Actor,Yemen,17211333,1
8131,109.0,Citizen (Libya),Unspecified Actor,Libya,17211343,1
8132,109.0,Citizen (Djibouti),Military Personnel - Special (Djibouti),Djibouti,17211352,1
8101,109.0,Opposition Supporter (Djibouti),Unspecified Actor,Djibouti,17206231,1
8102,109.0,Protester (Djibouti),Police (Djibouti),Djibouti,17206233,1
8071,109.0,Protester (Iraq),Nuri al-Maliki,Iraq,17205925,1
8072,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17205935,1
8073,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17205947,1
8074,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17205948,1
8075,109.0,Medical Personnel (Bahrain),Unspecified Actor,Bahrain,17205949,1
8076,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17205966,1
8141,109.0,Citizen (Iraq),Unspecified Actor,Iraq,17211436,1
8142,109.0,Protester (Iraq),Unspecified Actor,Iraq,17211437,1
8143,109.0,Citizen (Jordan),Unspecified Actor,Jordan,17211448,1
8144,109.0,Citizen (Jordan),Unspecified Actor,Jordan,17211449,1
8145,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211477,1
8146,109.0,Protester (Iraq),Kurdistan Democratic Party,Iraq,17211497,1
8147,109.0,Protester (Iraq),Iraq,Iraq,17211498,1
8148,109.0,Activist (South Korea),Unspecified Actor,South Korea,17211501,1
8117,109.0,Citizen (Libya),Unspecified Actor,Libya,17211124,1
8118,109.0,Citizen (Haiti),Unspecified Actor,Haiti,17211140,1
8087,109.0,Protester (Yemen),Police (Yemen),Yemen,17206091,1
8088,109.0,Protester (Yemen),Yemeni Armed Forces,Yemen,17206095,1
8089,109.0,Protester (Albania),Unspecified Actor,Albania,17206105,1
8090,109.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17206106,1
8091,109.0,Protester (Yemen),Unspecified Actor,Yemen,17206115,1
8092,109.0,Protester (Yemen),Police (Yemen),Yemen,17206114,1
8157,109.0,Protester (Albania),Unspecified Actor,Albania,17211609,1
8158,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17211617,1
8159,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17211627,1
8160,109.0,Protester (Yemen),Police (Yemen),Yemen,17211672,1
8161,109.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17211673,1
8162,109.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17211751,1
8163,109.0,Citizen (Jordan),Unspecified Actor,Jordan,17211753,1
8164,109.0,Men (Senegal),Unspecified Actor,Senegal,17211794,1
8133,109.0,Protester (Djibouti),Police (Djibouti),Djibouti,17211351,1
8134,109.0,Protester (Djibouti),Head of Government (Djibouti),Djibouti,17211353,1
8103,109.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17206248,1
8104,109.0,Protester (United States),Unspecified Actor,United States,17206251,1
8105,109.0,Protester (Libya),Unspecified Actor,Libya,17206253,1
8106,109.0,Citizen (United States),Unspecified Actor,United States,17206266,1
8107,109.0,Citizen (Jordan),Unspecified Actor,Jordan,17211033,1
8108,109.0,Student (Jordan),Unspecified Actor,Jordan,17211034,1
8173,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17211842,1
8174,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17211846,1
8175,109.0,Protester (South Africa),South Africa,South Africa,17211872,1
8176,109.0,Opposition Supporter (Djibouti),Head of Government (Djibouti),Djibouti,17211888,1
8177,109.0,Protester (Kuwait),Police (Kuwait),Kuwait,17211892,1
8178,109.0,Protester (Kuwait),Military Personnel - Special (Kuwait),Kuwait,17211891,1
8179,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17211938,1
8180,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211988,1
8149,109.0,Children (Iraq),Unspecified Actor,Iraq,17211527,1
8150,109.0,Student (Nigeria),Unspecified Actor,Nigeria,17211534,1
8119,109.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17211168,1
8120,109.0,Sikh (India),Cabinet / Council of Ministers / Advisors (India),India,17211206,1
8121,109.0,Protester (India),Unspecified Actor,India,17211207,1
8122,109.0,Protester (India),Unspecified Actor,India,17211208,1
8123,109.0,Citizen (Bahrain),Military (Bahrain),Bahrain,17211211,1
8124,109.0,Citizen (Bahrain),Police (Bahrain),Bahrain,17211212,1
8189,109.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17212093,1
8190,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17212097,1
8191,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17212106,1
8192,109.0,Citizen (Yemen),Unspecified Actor,Yemen,17212114,1
8193,109.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17212138,1
8194,109.0,Citizen (Egypt),Unspecified Actor,Egypt,17212142,1
8195,109.0,Protester (Jordan),Unspecified Actor,Jordan,17212152,1
8196,109.0,Student Dissident (Jordan),Unspecified Actor,Jordan,17212153,1
8165,109.0,Men (Kuwait),Unspecified Actor,Kuwait,17211800,1
8166,109.0,Protester (Kuwait),Unspecified Actor,Kuwait,17211801,1
8135,109.0,Citizen (Bahrain),Government (Bahrain),Bahrain,17211388,1
8136,109.0,Men (Senegal),Unspecified Actor,Senegal,17211406,1
8137,109.0,Men (Senegal),Unspecified Actor,Senegal,17211407,1
8138,109.0,Protester (Haiti),Unspecified Actor,Haiti,17211408,1
8139,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211424,1
8140,109.0,Protester (Iraq),Unspecified Actor,Iraq,17211435,1
8205,109.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17212212,1
8206,109.0,Religion (Iran),Unspecified Actor,Iran,17212220,1
8207,109.0,Opposition Supporter (Djibouti),Head of Government (Djibouti),Djibouti,17212241,1
8208,109.0,Citizen (Somalia),Unspecified Actor,Somalia,17202674,1
8209,109.0,Company - Owner or Operator (India),Unspecified Actor,India,17202728,1
8210,109.0,Student (India),Unspecified Actor,India,17202732,1
8211,109.0,Employee (India),Unspecified Actor,India,17202740,1
8212,109.0,Protester (Egypt),Unspecified Actor,Egypt,17202766,1
8181,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211989,1
8182,109.0,Protester (Yemen),Government (Yemen),Yemen,17212002,1
8151,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17211549,1
8152,109.0,Protester (Libya),Police (Libya),Libya,17211548,1
8153,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17211565,1
8154,109.0,Extremist (Indonesia),Susilo Bambang Yudhoyono,Indonesia,17211566,1
8155,109.0,Citizen (Bahrain),Government (Bahrain),Bahrain,17211597,1
8156,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211598,1
8221,109.0,Citizen (Iraq),Unspecified Actor,Iraq,17203260,1
8222,109.0,Citizen (Iraq),Unspecified Actor,Iraq,17203262,1
8223,109.0,Citizen (Iran),Unspecified Actor,Iran,17203286,1
8224,109.0,UNITA,Unspecified Actor,Angola,17203360,1
8225,109.0,Opposition Supporter (Albania),Government (Albania),Albania,17203438,1
8226,109.0,Citizen (Albania),Unspecified Actor,Albania,17203440,1
8227,109.0,Protester (Kuwait),Military Personnel - Special (Kuwait),Kuwait,17203483,1
8228,109.0,Citizen (Nigeria),Unspecified Actor,Nigeria,17203541,1
8197,109.0,Citizen (Jordan),Unspecified Actor,Jordan,17212154,1
8198,109.0,Raila Odinga,Mwai Kibaki,Kenya,17212165,1
8167,109.0,Protester (Kuwait),Member of Parliament (Kuwait),Kuwait,17211802,1
8168,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211811,1
8169,109.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17211812,1
8170,109.0,Citizen (Libya),Unspecified Actor,Libya,17211814,1
8171,109.0,Employee (Egypt),Unspecified Actor,Egypt,17211825,1
8172,109.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17211840,1
8203,109.0,Protester (Libya),Unspecified Actor,Libya,17212203,1
8204,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17212204,1
8237,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17205344,1
8238,109.0,Student (Canada),Government (Canada),Canada,17205350,1
8239,109.0,People Associated with the Opposition (France),Ministry (France),France,17205356,1
8240,109.0,Protester (Libya),Government (Libya),Libya,17205362,1
8241,109.0,Protester (Bahrain),Military Personnel - Special (Libya),Bahrain,17205374,1
8242,109.0,Amath Dansokho,Abdoulaye Wade,Senegal,17205378,1
8213,109.0,Activist (India),Government (India),India,17202843,1
8214,109.0,Protester (United States),Unspecified Actor,United States,17202942,1
8183,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17212012,1
8184,109.0,Opposition Supporter (Armenia),Unspecified Actor,Armenia,17212059,1
8185,109.0,Protester (Bahrain),Unspecified Actor,Bahrain,17212061,1
8186,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17212062,1
8187,109.0,Citizen (Libya),Unspecified Actor,Libya,17212065,1
8188,109.0,Citizen (Yemen),Unspecified Actor,Yemen,17212092,1
8061,109.0,Citizen (Bahrain),Government (Bahrain),Bahrain,17205877,1
8062,109.0,Protester (Yemen),Police (Yemen),Yemen,17205881,1
8063,109.0,Protester (Libya),Unspecified Actor,Libya,17205882,1
8064,109.0,Citizen (South Africa),Unspecified Actor,South Africa,17205895,1
8065,109.0,Protester (Yemen),Police (Yemen),Yemen,17205898,1
8066,109.0,Protester (Yemen),Police (Yemen),Yemen,17205899,1
8067,109.0,Protester (Yemen),Police (Yemen),Yemen,17205901,1
8068,109.0,Protester (Iraq),Unspecified Actor,Iraq,17205919,1
8037,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17205542,1
8038,109.0,Activist (United States),Unspecified Actor,United States,17205549,1
8229,109.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17203602,1
8230,109.0,Protester (Kuwait),Military Personnel - Special (Kuwait),Kuwait,17203608,1
8199,109.0,Citizen (Egypt),Military Ruler (Egypt),Egypt,17212179,1
8200,109.0,Protester (Bahrain),Unspecified Actor,Bahrain,17212181,1
8201,109.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17212200,1
8202,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17212202,1
8045,109.0,Protester (Yemen),Unspecified Actor,Yemen,17205609,1
8046,109.0,Citizen (Australia),Australia,Australia,17205655,1
8047,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17205667,1
8048,109.0,Protester (Bahrain),Unspecified Actor,Bahrain,17205665,1
8049,109.0,Protester (Egypt),Unspecified Actor,Egypt,17205668,1
8050,109.0,Protester (Yemen),Unspecified Actor,Yemen,17205672,1
8051,109.0,Citizen (Mexico),Unspecified Actor,Mexico,17205694,1
8052,109.0,Citizen (Uganda),Unspecified Actor,Uganda,17205708,1
8021,109.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17205433,1
8022,109.0,Protester (Bahrain),Bahrain,Bahrain,17205434,1
8215,109.0,Protester (Bahrain),Police (Bahrain),Bahrain,17203065,1
8216,109.0,Rights Activist (Pakistan),Unspecified Actor,Pakistan,17203162,1
8217,109.0,Protester (South Africa),African National Congress,South Africa,17203214,1
8218,109.0,Citizen (Iraq),Unspecified Actor,Iraq,17203254,1
8219,109.0,Intellectual (Iraq),Unspecified Actor,Iraq,17203256,1
8220,109.0,Student (Iraq),Unspecified Actor,Iraq,17203258,1
8029,109.0,Protester (Libya),Unspecified Actor,Libya,17205508,1
8030,109.0,Protester (Libya),Muammar al-Qaddafi,Libya,17205514,1
8031,109.0,Protester (Libya),Unspecified Actor,Libya,17205515,1
8032,109.0,Protester (Libya),Muammar al-Qaddafi,Libya,17205521,1
8033,109.0,Protester (Libya),Unspecified Actor,Libya,17205522,1
8034,109.0,Citizen (India),Unspecified Actor,India,17205537,1
8035,109.0,Protester (Libya),Unspecified Actor,Libya,17205539,1
8036,109.0,Protester (Libya),Muammar al-Qaddafi,Libya,17205540,1
8231,109.0,Citizen (India),Unspecified Actor,India,17203624,1
8232,109.0,Citizen (Iran),Unspecified Actor,Iran,17205330,1
8233,109.0,Protester (Libya),Libyan Armed Forces,Libya,17205340,1
8234,109.0,Protester (Libya),Libyan Armed Forces,Libya,17205339,1
8235,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17205342,1
8236,109.0,Protester (Libya),Unspecified Actor,Libya,17205343,1
8014,109.0,Citizen (Yemen),Unspecified Actor,Yemen,17205418,1
8015,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17205419,1
8016,109.0,Citizen (Yemen),Unspecified Actor,Yemen,17205421,1
8017,109.0,Protester (Bahrain),Bahrain,Bahrain,17205424,1
8018,109.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17205428,1
8019,109.0,Protester (Bahrain),Bahrain,Bahrain,17205432,1
8020,109.0,Protester (Bahrain),Unspecified Actor,Bahrain,17205430,1
8294,110.0,Protester (Cote d'Ivoire),Military Personnel - Special (Cote d'Ivoire),Cote d'Ivoire,17214167,1
8293,110.0,Protester (Bahrain),Police (Bahrain),Bahrain,17214158,1
8324,110.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17214373,1
8323,110.0,Citizen (Somalia),Unspecified Actor,Somalia,17214363,1
8322,110.0,Citizen (Somalia),Unspecified Actor,Somalia,17214362,1
8321,110.0,Protester (Cote d'Ivoire),City Mayor (Cote d'Ivoire),Cote d'Ivoire,17214355,1
8320,110.0,Protester (Cote d'Ivoire),Military Personnel - Special (Cote d'Ivoire),Cote d'Ivoire,17214354,1
8319,110.0,Protester (Egypt),Egypt,Egypt,17214352,1
8318,110.0,Citizen (Egypt),Unspecified Actor,Egypt,17214351,1
8317,110.0,Protester (Libya),Libyan Armed Forces,Libya,17214346,1
8284,110.0,Protester (Bahrain),Police (Bahrain),Bahrain,17214090,1
8283,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17214082,1
8282,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17214075,1
8281,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17214062,1
8280,110.0,Citizen (Oman),Unspecified Actor,Oman,17214061,1
8279,110.0,Saad Hariri,Hezbollah,Lebanon,17214049,1
8342,110.0,Citizen (Tunisia),Tunisia,Tunisia,17214555,1
8341,110.0,Protester (Algeria),Police (Algeria),Algeria,17214540,1
8340,110.0,Protester (Iraq),Military Personnel - Special (Iraq),Iraq,17214530,1
8339,110.0,Citizen (Iraq),Unspecified Actor,Iraq,17214528,1
8338,110.0,Protester (Iraq),Unspecified Actor,Iraq,17214529,1
8337,110.0,Protester (Algeria),Unspecified Actor,Algeria,17214522,1
8336,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17214488,1
8335,110.0,Citizen (Jordan),Unspecified Actor,Jordan,17214487,1
8334,110.0,Protester (Haiti),Unspecified Actor,Haiti,17214483,1
8333,110.0,Protester (Turkey),Unspecified Actor,Turkey,17214453,1
8300,110.0,Citizen (Libya),Unspecified Actor,Libya,17214229,1
8299,110.0,Protester (Jordan),Unspecified Actor,Jordan,17214219,1
8298,110.0,Citizen (Jordan),Unspecified Actor,Jordan,17214218,1
8297,110.0,Citizen (Belgium),Unspecified Actor,Belgium,17214202,1
8296,110.0,Protester (Bahrain),Police (Bahrain),Bahrain,17214197,1
8295,110.0,Protester (Cote d'Ivoire),City Mayor (Cote d'Ivoire),Cote d'Ivoire,17214168,1
8358,110.0,Protester (Haiti),Unspecified Actor,Haiti,17214715,1
8357,110.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17214694,1
8356,110.0,Protester (Bahrain),Military (Bahrain),Bahrain,17214693,1
8355,110.0,Citizen (Kuwait),Police (Kuwait),Kuwait,17214680,1
8354,110.0,Citizen (Bahrain),Police (Bahrain),Bahrain,17214674,1
8353,110.0,Student (Yemen),Ali Abdullah Saleh,Yemen,17214669,1
8352,110.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17214667,1
8351,110.0,Activist (France),Foreign Affairs (France),France,17214648,1
8350,110.0,Protester (Algeria),Police (Algeria),Algeria,17214645,1
8349,110.0,Protester (Cote d'Ivoire),Military (Cote d'Ivoire),Cote d'Ivoire,17214639,1
8316,110.0,Citizen (Egypt),Unspecified Actor,Egypt,17214342,1
8315,110.0,Protester (Bahrain),Unspecified Actor,Bahrain,17214327,1
8314,110.0,Opposition Activist (Russia),Unspecified Actor,Russian Federation,17214321,1
8313,110.0,Protester (Mauritania),Unspecified Actor,Mauritania,17214314,1
8312,110.0,Citizen (Mauritania),Unspecified Actor,Mauritania,17214313,1
8311,110.0,Protester (Libya),Unspecified Actor,Libya,17214311,1
8374,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17214909,1
8373,110.0,Protester (Iran),Unspecified Actor,Iran,17214896,1
8372,110.0,Protester (Iraq),Unspecified Actor,Iraq,17214880,1
8371,110.0,Citizen (Morocco),Unspecified Actor,Morocco,17214879,1
8370,110.0,Citizen (Morocco),Royal Administration (Morocco),Morocco,17214878,1
8369,110.0,Protester (Bahrain),Unspecified Actor,Bahrain,17214871,1
8368,110.0,Protester (Bahrain),Police (Bahrain),Bahrain,17214864,1
8367,110.0,Citizen (Iran),Unspecified Actor,Iran,17214855,1
8366,110.0,Protester (Libya),Unspecified Actor,Libya,17214834,1
8365,110.0,Protester (Iraq),Unspecified Actor,Iraq,17214815,1
8332,110.0,Citizen (Turkey),Unspecified Actor,Turkey,17214454,1
8331,110.0,Protester (Kuwait),Unspecified Actor,Kuwait,17214452,1
8330,110.0,Protester (Bahrain),Police (Bahrain),Bahrain,17214425,1
8329,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17214424,1
8328,110.0,Protester (Libya),Unspecified Actor,Libya,17214420,1
8327,110.0,Protester (Algeria),Unspecified Actor,Algeria,17214379,1
8390,110.0,Protester (Germany),Unspecified Actor,Germany,17212422,1
8389,110.0,Citizen (Germany),Police (Germany),Germany,17212419,1
8388,110.0,Protester (Iraq),Police (Iraq),Iraq,17212404,1
8387,110.0,Protester (Iraq),Police (Iraq),Iraq,17212403,1
8386,110.0,Human Rights Activist (Kuwait),Police (Kuwait),Kuwait,17212402,1
8385,110.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,17212383,1
8384,110.0,Citizen (Algeria),Unspecified Actor,Algeria,17212376,1
8383,110.0,Protester (Algeria),Unspecified Actor,Algeria,17212375,1
8382,110.0,Protester (Algeria),Police (Algeria),Algeria,17212374,1
8381,110.0,Citizen (Albania),Unspecified Actor,Albania,17212353,1
8348,110.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17214633,1
8347,110.0,Protester (Kuwait),Unspecified Actor,Kuwait,17214632,1
8346,110.0,Protester (Iraq),Military Personnel - Special (Iraq),Iraq,17214620,1
8345,110.0,Protester (Algeria),Unspecified Actor,Algeria,17214608,1
8344,110.0,Protester (Bahrain),Unspecified Actor,Bahrain,17214606,1
8343,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17214595,1
8405,110.0,Citizen (Morocco),Unspecified Actor,Morocco,17213669,1
8292,110.0,Protester (Bahrain),Military (Bahrain),Bahrain,17214157,1
8291,110.0,Student (Iraq),Unspecified Actor,Iraq,17214149,1
8290,110.0,Protester (Thailand),Unspecified Actor,Thailand,17214145,1
8289,110.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,17214137,1
8288,110.0,Protester (Yemen),Unspecified Actor,Yemen,17214115,1
8287,110.0,Protester (Saudi Arabia),Unspecified Actor,Saudi Arabia,17214109,1
8286,110.0,Citizen (Saudi Arabia),Unspecified Actor,Saudi Arabia,17214108,1
8285,110.0,Opposition Supporter (Iran),Government (Iran),Iran,17214096,1
8252,110.0,Protester (Bahrain),Royal Administration (Bahrain),Bahrain,17213817,1
8251,110.0,Protester (Bahrain),Government (Bahrain),Bahrain,17213818,1
8250,110.0,Citizen (Yemen),Unspecified Actor,Yemen,17213784,1
8249,110.0,Protester (Yemen),Unspecified Actor,Yemen,17213783,1
8404,110.0,Protester (Libya),Unspecified Actor,Libya,17213666,1
8403,110.0,Citizen (Iraq),Unspecified Actor,Iraq,17213665,1
8402,110.0,Protester (Libya),Libyan Armed Forces,Libya,17213658,1
8401,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17212560,1
8400,110.0,Protester (Brazil),Military Police (Brazil),Brazil,17212558,1
8399,110.0,Protester (Brazil),Police (Brazil),Brazil,17212557,1
8398,110.0,Activist (India),Unspecified Actor,India,17212541,1
8397,110.0,Citizen (United States),Unspecified Actor,United States,17212515,1
8364,110.0,Citizen (Iraq),Unspecified Actor,Iraq,17214814,1
8363,110.0,Protester (Iraq),Unspecified Actor,Iraq,17214813,1
8362,110.0,"Citizen (Palestinian Territory, Occupied)",United States,Occupied Palestinian Territory,17214774,1
8361,110.0,Protester (Libya),Muammar al-Qaddafi,Libya,17214756,1
8360,110.0,Protester (Iran),Military Personnel - Special (Iran),Iran,17214744,1
8359,110.0,Activist (Egypt),Unspecified Actor,Egypt,17214719,1
8380,110.0,Opposition Supporter (Albania),Unspecified Actor,Albania,17212352,1
8379,110.0,Protester (Kuwait),Military Personnel - Special (Kuwait),Kuwait,17212345,1
8378,110.0,Citizen (India),Unspecified Actor,India,17212320,1
8377,110.0,Protester (India),Unspecified Actor,India,17212318,1
8376,110.0,Business (India),Unspecified Actor,India,17212317,1
8375,110.0,Company - Owner or Operator (India),Unspecified Actor,India,17212273,1
8278,110.0,Protester (Bahrain),Unspecified Actor,Bahrain,17214048,1
8277,110.0,Al Wefaq National Islamic Society,Legislature (Bahrain),Bahrain,17214031,1
8396,110.0,Citizen (United States),Unspecified Actor,United States,17212514,1
8395,110.0,Protester (Germany),Police (Germany),Germany,17212486,1
8394,110.0,Protester (United States),Unspecified Actor,United States,17212478,1
8393,110.0,Citizen (United States),Unspecified Actor,United States,17212477,1
8392,110.0,Citizen (Kuwait),Police (Kuwait),Kuwait,17212428,1
8391,110.0,Citizen (Kuwait),Police (Kuwait),Kuwait,17212427,1
8274,110.0,Protester (National United Front for Democracy Against Dictatorship),Unspecified Actor,Thailand,17213987,1
8273,110.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17213983,1
8272,110.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17213982,1
8271,110.0,Citizen (Yemen),Unspecified Actor,Yemen,17213981,1
8270,110.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17213980,1
8269,110.0,Protester (Oman),Unspecified Actor,Oman,17213945,1
8262,110.0,Citizen (Egypt),Unspecified Actor,Egypt,17213910,1
8261,110.0,Citizen (Djibouti),Military Personnel - Special (Djibouti),Djibouti,17213905,1
8276,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17214012,1
8275,110.0,Citizen (Indonesia),Unspecified Actor,Indonesia,17213993,1
8308,110.0,Citizen (Bahrain),Healthcare Facility (Bahrain),Bahrain,17214286,1
8307,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17214285,1
8306,110.0,Protester (Bahrain),Unspecified Actor,Bahrain,17214284,1
8305,110.0,Children (Djibouti),Head of Government (Djibouti),Djibouti,17214281,1
8304,110.0,Opposition Supporter (Djibouti),Police (Djibouti),Djibouti,17214282,1
8303,110.0,Democracy Activist (Egypt),Unspecified Actor,Egypt,17214267,1
8302,110.0,Protester (Bahrain),Unspecified Actor,Bahrain,17214261,1
8301,110.0,Student (Iraq),Unspecified Actor,Iraq,17214242,1
8268,110.0,Protester (Oman),Unspecified Actor,Oman,17213926,1
8267,110.0,Citizen (Oman),Unspecified Actor,Oman,17213925,1
8266,110.0,Children (Somalia),Unspecified Actor,Somalia,17213919,1
8265,110.0,Protester (Egypt),Police (Egypt),Egypt,17213918,1
8264,110.0,Protester (Libya),Police (Libya),Libya,17213917,1
8263,110.0,Protester (Egypt),Unspecified Actor,Egypt,17213911,1
8326,110.0,Protester (Algeria),Police (Algeria),Algeria,17214380,1
8325,110.0,Citizen (Bahrain),Unspecified Actor,Bahrain,17214372,1
8248,110.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17213751,1
8247,110.0,Protester (Libya),Libyan Armed Forces,Libya,17213740,1
8310,110.0,Protester (Libya),Military Personnel (Libya),Libya,17214310,1
8309,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17214309,1
8260,110.0,Children (Djibouti),Head of Government (Djibouti),Djibouti,17213904,1
8259,110.0,Protester (Libya),Police (Libya),Libya,17213895,1
8258,110.0,Protester (Libya),Military Personnel - Special (Libya),Libya,17213892,1
8257,110.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17213880,1
8256,110.0,Protester (Bahrain),Police (Bahrain),Bahrain,17213878,1
8255,110.0,Party Member (United States),Unspecified Actor,United States,17213854,1
8254,110.0,Protester (Bahrain),Royal Administration (Bahrain),Bahrain,17213827,1
8253,110.0,Protester (Bahrain),Government (Bahrain),Bahrain,17213828,1
8246,110.0,Citizen (Libya),Unspecified Actor,Libya,17213738,1
