event_id,time,src,dst,country,event_type,label
1048,23.0,Citizen (Ukraine),Unspecified Actor,Ukraine,141,1
1047,23.0,Citizen (Australia),Unspecified Actor,Australia,141,1
1130,24.0,Student (Italy),Unspecified Actor,Italy,141,1
1131,24.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1132,24.0,Citizen (Georgia),Unspecified Actor,Georgia,141,1
1129,24.0,Citizen (Morocco),Military Personnel - Special (Morocco),Morocco,145,1
1138,24.0,Student (Italy),Unspecified Actor,Italy,141,1
1139,24.0,Student (Italy),Unspecified Actor,Italy,141,1
1140,24.0,Citizen (United Kingdom),Police (United Kingdom),United Kingdom,145,1
1141,24.0,Citizen (United Kingdom),Police (United Kingdom),United Kingdom,141,1
1142,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1143,24.0,Protester (United Kingdom),Government (United Kingdom),United Kingdom,1412,1
1144,24.0,Citizen (Egypt),Police (Egypt),Egypt,145,1
1145,24.0,Women (Nicaragua),Unspecified Actor,Nicaragua,141,1
1146,24.0,Citizen (Czech Republic),Unspecified Actor,Czech Republic,141,1
1147,24.0,Protester (Egypt),Other Authorities / Officials (Egypt),Egypt,141,1
1148,24.0,Christian (Egypt),Police (Egypt),Egypt,145,1
1149,24.0,Protester (Egypt),Unspecified Actor,Egypt,141,1
1150,24.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1151,24.0,Citizen (Japan),Unspecified Actor,Japan,141,1
1152,24.0,Student (United Kingdom),Government (United Kingdom),United Kingdom,1412,1
1153,24.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
1154,24.0,Citizen (Thailand),Police (Thailand),Thailand,141,1
1155,24.0,Criminal (Thailand),Unspecified Actor,Thailand,141,1
1156,24.0,Bharatiya Janata,Unspecified Actor,India,141,1
1157,24.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,145,1
1158,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1159,24.0,Citizen (Israel),Unspecified Actor,Israel,143,1
1160,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1161,24.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,145,1
1162,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,144,1
1163,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1164,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1133,24.0,Citizen (Georgia),Unspecified Actor,Georgia,141,1
1134,24.0,Citizen (Uganda),Election Commission (Uganda),Uganda,145,1
1135,24.0,Sierra Leone People's Party,Unspecified Actor,Sierra Leone,143,1
1136,24.0,Citizen (Lebanon),Military Personnel - Special (Lebanon),Lebanon,145,1
1137,24.0,Student (Italy),Unspecified Actor,Italy,141,1
1187,24.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1186,24.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,141,1
1185,24.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,144,1
1184,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1183,24.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
1182,24.0,Student (Italy),Unspecified Actor,Italy,141,1
1181,24.0,Christian (Pakistan),Unspecified Actor,Pakistan,141,1
1180,24.0,Christian (Egypt),Unspecified Actor,Egypt,141,1
1179,24.0,Christian (Egypt),Police (Egypt),Egypt,145,1
1178,24.0,Protester (Nigeria),Head of Government (Nigeria),Nigeria,141,1
1177,24.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,144,1
1176,24.0,Children (United Kingdom),Unspecified Actor,United Kingdom,141,1
1175,24.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1174,24.0,Citizen (Georgia),Unspecified Actor,Georgia,141,1
1173,24.0,Main Opposition (Georgia),Unspecified Actor,Georgia,141,1
1172,24.0,National Forum,Legislature (Georgia),Georgia,141,1
1171,24.0,Opposition Supporter (Georgia),Legislature (Georgia),Georgia,141,1
1170,24.0,Protester (Georgia),Unspecified Actor,Georgia,141,1
1169,24.0,Palestinian Islamic Jihad,Unspecified Actor,Occupied Palestinian Territory,142,1
1168,24.0,Citizen (Kenya),Unspecified Actor,Kenya,141,1
1167,24.0,Citizen (Kenya),Unspecified Actor,Kenya,141,1
1166,24.0,Citizen (Bangladesh),European Union,Bangladesh,141,1
1165,24.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1196,24.0,Citizen (Nigeria),Unspecified Actor,Nigeria,141,1
1195,24.0,Christian (Egypt),Other Authorities / Officials (Egypt),Egypt,141,1
1194,24.0,Activist (India),Unspecified Actor,India,141,1
1193,24.0,Yoweri Museveni,Ministry (Uganda),Uganda,141,1
1192,24.0,Student (India),Unspecified Actor,India,145,1
1191,24.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
1190,24.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1189,24.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1188,24.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1203,24.0,Citizen (Haiti),Ruling Party (Haiti),Haiti,141,1
1202,24.0,Citizen (Haiti),René Préval,Haiti,141,1
1201,24.0,Protester (Haiti),Military (Haiti),Haiti,145,1
1200,24.0,Citizen (Brazil),Unspecified Actor,Brazil,141,1
1199,24.0,Sufis,Military (Pakistan),Sri Lanka,145,1
1198,24.0,Employee (India),Unspecified Actor,India,141,1
1197,24.0,Atiku Abubakar,Unspecified Actor,Nigeria,141,1
1204,24.0,Women (El Salvador),Unspecified Actor,El Salvador,141,1
1207,24.0,Armed Band (Mexico),Police (Mexico),Mexico,145,1
1206,24.0,Protester (Haiti),Military (Haiti),Haiti,145,1
1205,24.0,Protester (Mexico),Police (Mexico),Mexico,141,1
1208,25.0,Pheu Thai Party,Unspecified Actor,Thailand,143,1
1211,25.0,Citizen (Ireland),Government (Ireland),Ireland,1411,1
1210,25.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1209,25.0,Student Dissident (United Kingdom),Unspecified Actor,United Kingdom,141,1
1212,25.0,Protester (Australia),Unspecified Actor,Australia,141,1
1219,25.0,Citizen (Afghanistan),Independent Electoral Commission,Afghanistan,141,1
1218,25.0,Citizen (Australia),Business (Australia),Australia,141,1
1217,25.0,Education (Indonesia),Unspecified Actor,Indonesia,141,1
1216,25.0,Mob (Egypt),Muslim Brotherhood,Egypt,145,1
1215,25.0,Citizen (Georgia),Unspecified Actor,Georgia,141,1
1214,25.0,Protester (Somalia),Unspecified Actor,Somalia,141,1
1213,25.0,Protester (Somalia),Somalia,Somalia,141,1
1228,25.0,Recep Tayyip Erdoğan,Israel,Turkey,141,1
1227,25.0,Lawmaker (North Korea),Unspecified Actor,North Korea,143,1
1226,25.0,People's Alliance for Democracy,Unspecified Actor,Thailand,141,1
1225,25.0,Citizen (Somalia),Unspecified Actor,Somalia,141,1
1224,25.0,Protester (South Korea),North Korea,South Korea,145,1
1223,25.0,Citizen (Australia),Business (Australia),Australia,141,1
1222,25.0,Protester (Ukraine),Unspecified Actor,Ukraine,144,1
1221,25.0,Protester (Afghanistan),Independent Electoral Commission,Afghanistan,141,1
1220,25.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
1251,25.0,Protester (Italy),Unspecified Actor,Italy,141,1
1250,25.0,Protester (Egypt),Unspecified Actor,Egypt,141,1
1249,25.0,Activist (Egypt),Unspecified Actor,Egypt,141,1
1248,25.0,Protester (Toba),Police (Argentina),Argentina,145,1
1247,25.0,Citizen (Iran),Unspecified Actor,Iran,142,1
1246,25.0,Economic and Financial Crimes Commission,Halliburton,Nigeria,145,1
1245,25.0,Economic and Financial Crimes Commission,Nigeria,Nigeria,145,1
1244,25.0,Royal Administration (Nigeria),Unspecified Actor,Nigeria,141,1
1243,25.0,Employee (Pakistan),Unspecified Actor,Pakistan,141,1
1242,25.0,Citizen (India),Unspecified Actor,India,141,1
1241,25.0,Employee (India),Unspecified Actor,India,141,1
1240,25.0,Activist (India),Unspecified Actor,India,145,1
1239,25.0,Protester (Lebanon),Unspecified Actor,Lebanon,141,1
1238,25.0,Student (Lebanon),Unspecified Actor,Lebanon,141,1
1237,25.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
1236,25.0,Socialist Party (Albania),Legislature (Albania),Albania,143,1
1235,25.0,Edi Rama,Unspecified Actor,Albania,141,1
1234,25.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
1233,25.0,Citizen (Nigeria),Unspecified Actor,Nigeria,144,1
1232,25.0,Student (Italy),Unspecified Actor,Italy,141,1
1231,25.0,Indigenous People (Nigeria),Unspecified Actor,Nigeria,141,1
1230,25.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1229,25.0,Pheu Thai Party,Unspecified Actor,Thailand,143,1
1252,25.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1261,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1262,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1301,26.0,Employee (India),Unspecified Actor,India,141,1
1300,26.0,Bharatiya Janata,Congress Party,India,141,1
1258,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1257,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1267,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1276,26.0,Activist (Muslim Brotherhood),Police (Egypt),Egypt,145,1
1298,26.0,Citizen (Pakistan),Unspecified Actor,Pakistan,143,1
1263,26.0,Protester (Ireland),Unspecified Actor,Ireland,141,1
1260,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1256,26.0,Citizen (Austria),Unspecified Actor,Austria,141,1
1280,26.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1268,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1296,26.0,Activist (Egypt),Unspecified Actor,Egypt,141,1
1303,26.0,Population (Peru),Unspecified Actor,Peru,141,1
1270,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1269,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1278,26.0,Education (United Kingdom),Unspecified Actor,United Kingdom,141,1
1299,26.0,Bharatiya Janata,Sonia Ghandi,India,141,1
1272,26.0,Abbas El Fassi,Unspecified Actor,Morocco,141,1
1253,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1274,26.0,Protester (Morocco),Military Personnel - Special (Morocco),Morocco,145,1
1273,26.0,Abbas El Fassi,Unspecified Actor,Morocco,141,1
1264,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1255,26.0,Protester (Austria),Unspecified Actor,Austria,141,1
1284,26.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1265,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1282,26.0,Citizen (Ireland),Government (Ireland),Ireland,1412,1
1281,26.0,Citizen (Australia),Mike Rann,Australia,141,1
1302,26.0,Opposition Activist (Russia),Unspecified Actor,Russian Federation,141,1
1279,26.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1297,26.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,141,1
1271,26.0,Citizen (Morocco),Popular Party (Spain),Morocco,141,1
1277,26.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1275,26.0,Citizen (Greece),Unspecified Actor,Greece,141,1
1292,26.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
1289,26.0,Muslim (Pakistan),Taliban,Pakistan,141,1
1288,26.0,Citizen (Myanmar),Unspecified Actor,Myanmar,141,1
1254,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1287,26.0,Veterans (South Korea),North Korea,South Korea,145,1
1295,26.0,Activist (Egypt),Police (Egypt),Egypt,145,1
1294,26.0,Citizen (Italy),Unspecified Actor,Italy,141,1
1304,26.0,Citizen (Egypt),Unspecified Actor,Egypt,143,1
1285,26.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1291,26.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
1290,26.0,Mob (Australia),Public Sector (Australia),Australia,145,1
1286,26.0,National League for Democracy,Unspecified Actor,Myanmar,143,1
1293,26.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1283,26.0,Protester (Pakistan),Military Personnel - Special (Pakistan),Pakistan,141,1
1259,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1266,26.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1305,27.0,Protester (Ireland),Unspecified Actor,Ireland,141,1
1306,27.0,Irish Congress of Trade Unions,Unspecified Actor,Ireland,141,1
1354,27.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1308,27.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1307,27.0,Opposition Activist (Egypt),Police (Egypt),Egypt,145,1
1315,27.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1335,27.0,Citizen (Bulgaria),Unspecified Actor,Bulgaria,141,1
1311,27.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1340,27.0,Citizen (Ukraine),Unspecified Actor,Ukraine,141,1
1341,27.0,Citizen (South Korea),Aircraft Carrier (United States),South Korea,141,1
1338,27.0,Protester (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
1326,27.0,Popular Party (Spain),Morocco,Spain,141,1
1332,27.0,Citizen (Egypt),Unspecified Actor,Egypt,141,1
1316,27.0,Citizen (Morocco),Popular Party (Spain),Morocco,141,1
1320,27.0,Student (Lebanon),Unspecified Actor,Lebanon,141,1
1356,27.0,Citizen (Mexico),Unspecified Actor,Mexico,144,1
1357,27.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1344,27.0,Protester (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
1337,27.0,Citizen (Russia),Unspecified Actor,Russian Federation,141,1
1325,27.0,Citizen (Morocco),Unspecified Actor,Morocco,141,1
1333,27.0,Citizen (Switzerland),Unspecified Actor,Switzerland,141,1
1334,27.0,Protester (Switzerland),Police (Switzerland),Switzerland,145,1
1352,27.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1353,27.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1330,27.0,Citizen (Switzerland),Unspecified Actor,Switzerland,141,1
1313,27.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,141,1
1314,27.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
1317,27.0,Abbas El Fassi,Unspecified Actor,Morocco,141,1
1351,27.0,Citizen (Egypt),Unspecified Actor,Egypt,141,1
1358,27.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1349,27.0,Activist (Russia),Unspecified Actor,Russian Federation,141,1
1321,27.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
1331,27.0,Protester (Switzerland),Police (Switzerland),Switzerland,145,1
1328,27.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1355,27.0,Protester (Ireland),Unspecified Actor,Ireland,141,1
1347,27.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1312,27.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
1350,27.0,Protester (Canada),Police (Canada),Canada,141,1
1324,27.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1322,27.0,Citizen (United States),Unspecified Actor,United States,141,1
1345,27.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1310,27.0,Activist (Egypt),Police (Egypt),Egypt,145,1
1319,27.0,Protester (Morocco),Military Personnel - Special (Morocco),Morocco,145,1
1318,27.0,Abbas El Fassi,Unspecified Actor,Morocco,141,1
1323,27.0,Citizen (Egypt),Unspecified Actor,Egypt,141,1
1339,27.0,Protester (Cote d'Ivoire),Police (Cote d'Ivoire),Cote d'Ivoire,145,1
1329,27.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1327,27.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1336,27.0,Protester (Ireland),Police (Ireland),Ireland,145,1
1348,27.0,Citizen (India),Dalit (India),India,141,1
1342,27.0,Activist (Egypt),Police (Egypt),Egypt,145,1
1343,27.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1346,27.0,Activist (Egypt),Police (Egypt),Egypt,145,1
1309,27.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,141,1
1386,28.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1385,28.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1359,28.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1396,28.0,Men (South Africa),Unspecified Actor,South Africa,141,1
1380,28.0,Party Member (Afghanistan),Unspecified Actor,Afghanistan,141,1
1364,28.0,Citizen (India),Unspecified Actor,India,141,1
1365,28.0,Protester (South Korea),North Korea,South Korea,145,1
1366,28.0,Protester (Thailand),Military (Thailand),Thailand,145,1
1367,28.0,Yoweri Museveni,Opposition Supporter (Uganda),Uganda,141,1
1395,28.0,Citizen (Haiti),Head of Government (Haiti),Haiti,1411,1
1390,28.0,Citizen (Haiti),Head of Government (Haiti),Haiti,1411,1
1398,28.0,Protester (Argentina),Unspecified Actor,Argentina,141,1
1389,28.0,Citizen (Haiti),Provisional Electoral Council,Haiti,141,1
1388,28.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1397,28.0,Opposition Activist (Kyrgyzstan),Police (Kyrgyzstan),Kyrgyzstan,145,1
1387,28.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1394,28.0,Citizen (Haiti),Provisional Electoral Council,Haiti,141,1
1393,28.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1392,28.0,Party President (India),Unspecified Actor,India,141,1
1360,28.0,Citizen (Ireland),Unspecified Actor,Ireland,141,1
1400,28.0,Citizen (Togo),Constitutional Court (Togo),Togo,141,1
1377,28.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1370,28.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1376,28.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,141,1
1378,28.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1361,28.0,Student (Australia),Unspecified Actor,Australia,144,1
1371,28.0,Party Member (Haiti),Unspecified Actor,Haiti,143,1
1362,28.0,Citizen (Australia),Government (Australia),Australia,141,1
1368,28.0,Olara Otunnu,Election Commission (Uganda),Uganda,141,1
1372,28.0,Activist (South Korea),China,South Korea,141,1
1363,28.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1373,28.0,Activist (South Korea),North Korea,South Korea,141,1
1375,28.0,Protester (Thailand),Abhisit Vejjajiva,Thailand,141,1
1374,28.0,Protester (South Korea),Unspecified Actor,South Korea,145,1
1391,28.0,Citizen (India),Dalit (India),India,141,1
1384,28.0,Citizen (United States),Unspecified Actor,United States,141,1
1379,28.0,Citizen (Haiti),Unity,Haiti,141,1
1399,28.0,Citizen (Cote d'Ivoire),Military (Cote d'Ivoire),Cote d'Ivoire,145,1
1383,28.0,Citizen (Cote d'Ivoire),Unspecified Actor,Cote d'Ivoire,141,1
1382,28.0,Activist (South Korea),China,South Korea,141,1
1381,28.0,Men (South Korea),Unspecified Actor,South Korea,141,1
1369,28.0,Morgan Tsvangirai,Unspecified Actor,Zimbabwe,143,1
1458,29.0,Activist (Bangladesh),Police (Bangladesh),Bangladesh,145,1
1435,29.0,Citizen (North Korea),North Korea,North Korea,141,1
1406,29.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1428,29.0,Protester (Czech Republic),Civic Democratic Party,Czech Republic,141,1
1408,29.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1407,29.0,Citizen (Uganda),Unspecified Actor,Uganda,141,1
1402,29.0,Protester (Egypt),Police (Egypt),Egypt,145,1
1401,29.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1434,29.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,144,1
1403,29.0,"Refugee (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,141,1
1404,29.0,Citizen (Lebanon),Lebanon,Lebanon,141,1
1450,29.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,141,1
1423,29.0,Activist (United Kingdom),Unspecified Actor,United Kingdom,141,1
1414,29.0,Activist (South Korea),Unspecified Actor,South Korea,141,1
1422,29.0,Student (United Kingdom),Police (United Kingdom),United Kingdom,145,1
1421,29.0,Citizen (Italy),Unspecified Actor,Italy,144,1
1436,29.0,People's Democratic Party (Nigeria),Unspecified Actor,Nigeria,141,1
1427,29.0,Protester (Czech Republic),Unspecified Actor,Czech Republic,141,1
1426,29.0,Protester (Czech Republic),Social Democratic Party (Czech Republic),Czech Republic,141,1
1420,29.0,Student (Italy),Unspecified Actor,Italy,141,1
1410,29.0,Activist (South Korea),Unspecified Actor,South Korea,141,1
1431,29.0,Protester (Czech Republic),Social Democratic Party (Czech Republic),Czech Republic,141,1
1430,29.0,Protester (Czech Republic),Civic Democratic Party,Czech Republic,141,1
1425,29.0,Protester (Czech Republic),Civic Democratic Party,Czech Republic,141,1
1459,29.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1413,29.0,Activist (Bangladesh Nationalist Party),Police (Bangladesh),Bangladesh,145,1
1415,29.0,Activist (South Korea),Kim Jong-Il,South Korea,141,1
1429,29.0,Protester (Czech Republic),Social Democratic Party (Czech Republic),Czech Republic,141,1
1417,29.0,Student (Italy),Police (Italy),Italy,145,1
1418,29.0,Student (Italy),Unspecified Actor,Italy,141,1
1419,29.0,Student (Italy),Unspecified Actor,Italy,141,1
1432,29.0,Protester (Czech Republic),Civic Democratic Party,Czech Republic,141,1
1443,29.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1405,29.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1441,29.0,Citizen (Iran),Unspecified Actor,Iran,141,1
1442,29.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1444,29.0,"Citizen (Palestinian Territory, Occupied)",Unspecified Actor,Occupied Palestinian Territory,141,1
1460,29.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1437,29.0,Governor (Nigeria),Unspecified Actor,Nigeria,143,1
1438,29.0,Bharatiya Janata,Unspecified Actor,India,141,1
1424,29.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1440,29.0,Citizen (Belarus),Unspecified Actor,Belarus,141,1
1439,29.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
1409,29.0,Protester (Egypt),Police (Egypt),Egypt,141,1
1445,29.0,Company - Owner or Operator (Ukraine),Legislature (Ukraine),Ukraine,141,1
1446,29.0,Student (Italy),Unspecified Actor,Italy,141,1
1447,29.0,"Protester (Palestinian Territory, Occupied)",Police (Israel),Occupied Palestinian Territory,145,1
1416,29.0,Protester (Russia),Unspecified Actor,Russian Federation,141,1
1433,29.0,Protester (Czech Republic),Social Democratic Party (Czech Republic),Czech Republic,141,1
1453,29.0,Citizen (Thailand),Police (Thailand),Thailand,141,1
1452,29.0,Protester (Haiti),Unspecified Actor,Haiti,141,1
1455,29.0,Human Rights Group (Kenya),Kenya,Kenya,141,1
1454,29.0,Employee (India),Unspecified Actor,India,141,1
1449,29.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,141,1
1411,29.0,Activist (South Korea),Kim Jong-Il,South Korea,141,1
1451,29.0,Citizen (India),Unspecified Actor,India,141,1
1448,29.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1412,29.0,Protester (Bangladesh),Police (Bangladesh),Bangladesh,141,1
1456,29.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1457,29.0,Citizen (Solomon Islands),Solomon Islands,Solomon Islands,144,1
1493,30.0,Student (Italy),Unspecified Actor,Italy,141,1
1485,30.0,Student (Italy),Police (Italy),Italy,145,1
1477,30.0,Employee (South Africa),Unspecified Actor,South Africa,141,1
1468,30.0,Citizen (El Salvador),Foreign Affairs (Spain),El Salvador,141,1
1466,30.0,Student (Sudan),Unspecified Actor,Sudan,141,1
1484,30.0,Student (Iran),Unspecified Actor,Iran,141,1
1483,30.0,Protester (Haiti),Peacekeeping Troop (United Nations),Haiti,145,1
1475,30.0,Citizen (Yemen),Police (Yemen),Yemen,145,1
1461,30.0,Protester (United Kingdom),United Kingdom,United Kingdom,145,1
1500,30.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1502,30.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,141,1
1472,30.0,Employee (South Africa),Unspecified Actor,South Africa,141,1
1463,30.0,Activist (Thailand),Unspecified Actor,Thailand,145,1
1464,30.0,Protester (National United Front for Democracy Against Dictatorship),Unspecified Actor,Thailand,145,1
1474,30.0,Union for a Democratic Alternative,Ismaïl Omar Guelleh,Djibouti,141,1
1473,30.0,Citizen (Portugal),Unspecified Actor,Portugal,143,1
1471,30.0,Activist (Bharatiya Janata),M.M.U. Farooq,India,141,1
1470,30.0,Activist (Bharatiya Janata),M.M.U. Farooq,India,141,1
1467,30.0,Citizen (Haiti),Unspecified Actor,Haiti,141,1
1469,30.0,Citizen (Democratic Republic of Congo),Rebel Group (Democratic Republic of Congo),Democratic Republic of Congo,141,1
1465,30.0,Activist (India),Unspecified Actor,India,141,1
1498,30.0,Citizen (Zimbabwe),Unspecified Actor,Zimbabwe,141,1
1490,30.0,Protester (Thailand),Unspecified Actor,Thailand,141,1
1481,30.0,Indigenous People (Sri Lanka),Unspecified Actor,Sri Lanka,141,1
1478,30.0,Student (Sudan),Unspecified Actor,Sudan,141,1
1479,30.0,Muslim Brotherhood,Unspecified Actor,Egypt,143,1
1480,30.0,New Wafd Party,Unspecified Actor,Egypt,143,1
1488,30.0,Protester (India),Unspecified Actor,India,141,1
1501,30.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
1462,30.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,143,1
1492,30.0,Student (Italy),Government (Italy),Italy,141,1
1497,30.0,Protester (Armenia),Unspecified Actor,Armenia,141,1
1487,30.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,141,1
1482,30.0,Men (Malaysia),Unspecified Actor,Malaysia,145,1
1486,30.0,Citizen (India),Unspecified Actor,India,141,1
1496,30.0,Student (United Kingdom),Unspecified Actor,United Kingdom,141,1
1499,30.0,Member of Parliament (Zimbabwe),Unspecified Actor,Zimbabwe,141,1
1503,30.0,Protester (Philippines),Police (Philippines),Philippines,145,1
1491,30.0,Protester (Sri Lanka),Unspecified Actor,Sri Lanka,141,1
1476,30.0,Protester (South Korea),Unspecified Actor,South Korea,141,1
1495,30.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,141,1
1494,30.0,Protester (United Kingdom),Unspecified Actor,United Kingdom,145,1
1489,30.0,Protester (India),Unspecified Actor,India,141,1
1528,31.0,Citizen (Philippines),Unspecified Actor,Philippines,141,1
1527,31.0,Muslim Brotherhood,Unspecified Actor,Egypt,143,1
1505,31.0,Student (United Kingdom),David Cameron,United Kingdom,141,1
1506,31.0,Citizen (United Kingdom),Unspecified Actor,United Kingdom,141,1
1530,31.0,Protester (Greece),Police (Greece),Greece,145,1
1511,31.0,Citizen (India),Unspecified Actor,India,141,1
1512,31.0,Student (Serbia),Government (Serbia),Serbia,142,1
1520,31.0,Citizen (Taiwan),Unspecified Actor,Taiwan,141,1
1515,31.0,Refugee (Sudan),Unspecified Actor,Sudan,141,1
